42086-EU-2700;0089902152796;E14 S14  1W LED Filament Star Clear;220V/240V;E27;1W;2700;100;30000;82;360;YES;0,12 ;12,86 ;12,56 ;12,25 
42087-EU-2700;0089902152802;E14 S14 1W LED Filament Star Amber ;220V/240V;E27;1W;2700;100;30000;82;360;YES;0,12 ;18,30 ;17,87 ;17,43 
42061-EU; ;E14 S14 2W LED Filament Amber;220V/240V;E27;2W;27K/30K/40K;200;30000;92;360;YES;0,12 ;6,25 ;6,10 ;5,95 
41085-EU; ;E14 S14 2W LED Filament Clear;220V/240V;E14;2W;27K/30K/40K;200;30000;92;360;YES;0,12 ;5,66 ;5,52 ;5,39 
42062-EU; ;E14 S14 4W LED Filament Amber;220V/240V;E27;4W;27K/30K/40K;400;30000;92;360;YES;0,12 ;7,61 ;7,43 ;7,25 
41096-EU; ;E14 S14 4W LED Filament Clear;220V/240V;E27;4W;27K/30K/40K;400;30000;92;360;YES;0,12 ;7,61 ;7,43 ;7,25 
41064-EU; ;E14 S14 5W LED Wet Location Clear;220V/240V;E27;5W;27K/30K/40K;425;30000;82;360;No;0,12 ;16,28 ;15,89 ;15,51 
41047-EU; ;E14 Silver 6W LED Flame Tip Clear;220V/240V;E14;6W;27K/30K/40K;580;30000;82;300;YES;0,12 ;12,86 ;12,56 ;12,25 
41046-EU; ;E14 Silver 6W LED Torpedo clear;220V/240V;E14;6W;27K/30K/40K;580;30000;82;300;YES;0,12 ;12,86 ;12,56 ;12,25 
55193-EU-2700;0089902159160;E27 1,5W G45 LED BLUE Filament BLUE CLEAR COVER;AC220V;E27;1,5W;2700K;150;25000;82;120;YES;0,12 ;7,94 ;7,75 ;7,56 
55192-EU-2700;0089902159153;E27 1,5W G45 LED RED Filament RED CLEAR COVER;AC220V;E27;1,5W;2700K;150;25000;82;120;YES;0,12 ;7,94 ;7,75 ;7,56 
42118-EU; ;E27 1,8W Star Lamp Collection 120Lm;220V/240V;E27;1,8W;18/22;120;25000;80;360;No;0,12 ;16,54 ;16,14 ;15,75 
42008-EU; ;E27 2W LED Candle Filament Flame Tip Clear;220V/240V;E27;2W;27K/30K/40K;200;30000;92;360;YES;0,12 ;4,92 ;4,81 ;4,69 
55072-EU; ;E27 2W LED Candle Filament Flame Tip Frosted;220V/240V;E27;2W;27K/30K/40K;200;30000;92;360;YES;0,12 ;5,51 ;5,38 ;5,25 
41155-EU; ;E27 2W LED Candle Torpedo Filament Clear;220V/240V;E27;2W;27K/30K/40K;200;30000;92;360;YES;0,12 ;4,92 ;4,81 ;4,69 
55074-EU; ;E27 2W LED Candle Torpedo Filament Frosted;220V/240V;E27;2W;27K/30K/40K;200;30000;92;360;YES;0,12 ;5,51 ;5,38 ;5,25 
42009-EU; ;E27 4W LED Candle Filament Flame Tip Clear;220V/240V;E27;4W;27K/30K/40K;400;30000;92;360;YES;0,12 ;7,02 ;6,85 ;6,69 
55073-EU; ;E27 4W LED Candle Filament Flame Tip Frosted;220V/240V;E27;4W;27K/30K/40K;400;30000;92;360;YES;0,12 ;7,61 ;7,43 ;7,25 
42047-EU; ;E27 4W LED Candle Torpedo Filament Clear;220V/240V;E27;4W;27K/30K/40K;400;30000;92;360;YES;0,12 ;7,02 ;6,85 ;6,69 
55075-EU; ;E27 4W LED Candle Torpedo Filament Frosted;220V/240V;E27;4W;27K/30K/40K;400;30000;92;360;YES;0,12 ;7,61 ;7,43 ;7,25 
42106-EU; ;E27 4W LED Candle Torpedo Milky White CRI92;220V/240V;E27;4W;27K/30K/40K;400;30000;92;360;YES;0,12 ;8,64 ;8,43 ;8,23 
42080-EU-2200;0089902152642;E27 4W LED Filament Torpedo Candle Clear CRI92;220V/240V;E27;4W;2200;400;30000;92;360;YES;0,12 ;7,61 ;7,43 ;7,25 
42119-EU; ;E27 4W Star Lamp Collection 180Lm;220V/240V;E27;4W;18/22;180;25000;80;360;No;0,12 ;16,91 ;16,50 ;16,10 
55007-EU; ;E27 6W LED Candle Filament Flame Tip Clear;220V/240V;E27;6W;27K/30K/40K;550;30000;92;360;YES;0,12 ;8,49 ;8,29 ;8,09 
55006-EU; ;E27 6W LED Candle Torpedo Filament Clear;220V/240V;E27;6W;27K/30K/40K;550;30000;92;360;YES;0,12 ;8,49 ;8,29 ;8,09 
55022-EU-2200;0089902154127;E27 6W LED Candle Torpedo Filament Clear CRI92;220V/240V;E27;6W;2200;550;30000;92;360;YES;0,12 ;8,49 ;8,29 ;8,09 
42113-EU; ;E27 A15 2W LED Multi Filament Clear;220V/240V;E27;2W;27K/30K/40K;200;30000;82;360;YES;0,12 ;9,74 ;9,51 ;9,28 
42114-EU; ;E27 A15 4W LED Multi Filament Clear;220V/240V;E27;4W;27K/30K/40K;400;30000;82;360;YES;0,12 ;11,94 ;11,66 ;11,38 
42115-EU; ;E27 A15 6W LED Multi Filament Clear;220V/240V;E27;6W;27K/30K/40K;600;30000;82;360;YES;0,12 ;12,31 ;12,02 ;11,73 
42116-EU; ;E27 A15 8W LED Multi Filament Clear;220V/240V;E27;8W;27K/30K/40K;800;30000;92;360;YES;0,12 ;10,36 ;10,12 ;9,87 
